,level_nom,slope_nom,level_real,slope_real
0,0.06939121830847031,-0.06018339061968561,0.0076552214610827295,-0.6879140985553679
1,0.07757224472419655,-0.050260580108907625,0.01702838730054706,-0.6819972060040367
2,0.07721340669118439,-0.046206338369553956,0.01714231817864683,-0.6796717871144664
3,0.07789412998275644,-0.044928008855454234,0.017939501736649745,-0.6778173380303102
4,0.0762581095386678,-0.046021684379509986,0.016873269881038253,-0.6790446218553552
5,0.07582955109545159,-0.04705101060084141,0.018068465926818496,-0.6808882227292848
6,0.07595895279073081,-0.047329556709412274,0.019489211296418237,-0.6818694322938764
7,0.07809357420973137,-0.04511733826677539,0.02270032572825843,-0.6813632240663869
8,0.07639470964476418,-0.046245404083988015,0.018924365621964933,-0.6790652181579253
9,0.07837827487602045,-0.0445323036901169,0.0194532983662912,-0.6763886863201943
10,0.07906653264580804,-0.042037464298640595,0.02261314188544168,-0.6790669181229348
11,0.07876977459633856,-0.041839099135944385,0.026081238063392038,-0.6825585224407201
12,0.07867226772648976,-0.04273909081845745,0.026049982625362157,-0.6810286054582662
13,0.07952785160107076,-0.04231258163373469,0.024302194956548777,-0.6775864738154427
14,0.07960137082302729,-0.04096069706799051,0.024278286570306243,-0.6773411662738135
15,0.08075953750062465,-0.039563198402423054,0.02725157353700749,-0.6796582488493343
16,0.08128902852976994,-0.03913456680136306,0.026835059593568675,-0.67789725869488
17,0.08160287486624616,-0.03800860130568104,0.028085358952310388,-0.6786193040486895
18,0.08179495227156099,-0.037368388399603984,0.029631473514217965,-0.6789772668514179
19,0.08090164117402343,-0.03856184812552814,0.028923585208820962,-0.6797461011328151
20,0.07998330744513824,-0.04008435904681087,0.028034424258875063,-0.6804487051165492
21,0.07969856814066438,-0.04087541291720168,0.028862392247834788,-0.6825249095344116
22,0.07978328118981526,-0.04114228484285482,0.030130866652472475,-0.6838016153670541
23,0.07921340759457032,-0.042183363728556744,0.027568183218446198,-0.6810022462720046
24,0.08051941501898022,-0.040739518891738796,0.029302993701335135,-0.682155794043825
25,0.08083273395258554,-0.03977062167008029,0.029034044379978325,-0.6802156198406869
26,0.07920594853451879,-0.041325965450520835,0.02636302163767703,-0.6803582255741285
27,0.07976301461048924,-0.041670645651562,0.02547656094472652,-0.6791090008496243
28,0.07939092307655145,-0.04148390436599722,0.02539465707410551,-0.6801091947191077
29,0.0810565174078473,-0.03942808805690612,0.029953141407301875,-0.6821363665071337
30,0.08137335658436176,-0.03905781077129412,0.031261448844473794,-0.6831623429883003
31,0.0799141773253271,-0.04086289512225101,0.030119295793414106,-0.6848397498563527
32,0.0787550997702276,-0.043422167378409586,0.028881153924800923,-0.6870307607446792
33,0.0789519844847455,-0.044664716299774435,0.026932220924954915,-0.6857592626032776
34,0.07831562930908925,-0.04500128212569114,0.024644668899731804,-0.6844207878389078
35,0.0750626384703837,-0.04960100198763331,0.01793919716000719,-0.6851428588407911
36,0.07570960019518322,-0.050176622124774584,0.018090719705721316,-0.6858759751929073
37,0.07263382008800966,-0.054337693210041095,0.012913021919021411,-0.6882332857888055
